JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
592,53,14,2023-03-20,ProductPage,Click,250
593,68,11,2024-01-20,Checkout,Purchase,201
594,55,1,2025-05-27,Homepage,Click,88
595,100,8,2025-04-17,homepage,Click,95
596,54,20,2024-03-16,ProductPage,Click,18
597,69,16,2025-03-24,productpage,Click,280
598,68,1,2025-09-26,Homepage,View,135
599,80,16,2025-11-12,homepage,View,229
600,21,11,2023-03-16,Homepage,View,123
601,67,1,2024-01-01,ProductPage,View,15
602,13,13,2024-11-05,Homepage,View,98
603,59,7,2025-05-14,Homepage,View,214
604,45,16,2025-07-30,productpage,View,261
605,91,4,2025-07-27,ProductPage,View,252
606,74,3,2023-04-26,ProductPage,View,108
607,38,18,2023-12-10,Checkout,Drop-off,NULL
608,74,3,2024-12-10,ProductPage,View,201
609,36,14,2023-12-23,ProductPage,View,117
610,13,6,2023-02-24,Checkout,Drop-off,NULL
611,11,13,2025-08-30,ProductPage,View,196
612,75,4,2025-05-26,ProductPage,View,106
613,10,7,2023-10-17,Homepage,View,245
614,52,3,2025-10-10,Homepage,Click,170
615,44,11,2025-11-28,Homepage,Click,245
616,64,16,2023-03-07,Checkout,Purchase,214
617,69,8,2024-08-21,ProductPage,View,228
618,34,20,2024-10-07,Homepage,View,103
619,23,10,2023-03-21,ProductPage,View,300
620,99,1,2024-07-05,ProductPage,View,226
621,66,8,2023-08-11,Homepage,View,137
622,72,8,2023-07-19,Homepage,View,169
623,58,20,2024-01-23,ProductPage,View,184
624,46,17,2024-02-17,Homepage,View,33
625,57,1,2023-06-15,ProductPage,View,198
626,75,10,2023-09-16,Checkout,Drop-off,NULL
627,94,7,2024-09-09,ProductPage,View,271
628,38,3,2024-02-08,Checkout,Drop-off,NULL
629,96,2,2025-10-09,ProductPage,View,196
630,63,7,2025-03-14,Homepage,Click,134
631,30,4,2025-09-28,Homepage,View,221
632,53,3,2024-07-11,Homepage,View,227
633,30,3,2023-02-26,Checkout,Drop-off,NULL
634,84,5,2025-12-20,homepage,Click,198
635,87,1,2025-04-16,Checkout,Purchase,93
636,18,12,2023-07-19,Checkout,Drop-off,NULL
637,12,20,2024-08-26,Homepage,View,122
638,46,11,2023-01-27,Homepage,Click,244
639,31,7,2024-06-21,ProductPage,Click,283
640,61,15,2024-11-12,ProductPage,Click,255
641,88,3,2023-12-15,Homepage,Click,61
642,16,15,2025-11-16,ProductPage,Click,248
643,59,16,2023-02-15,ProductPage,Click,136
644,67,10,2024-05-05,Homepage,Click,95
645,76,2,2023-06-19,Checkout,Purchase,108
646,68,20,2025-11-04,Homepage,View,62
647,15,2,2024-09-22,Homepage,View,96
648,93,20,2025-01-13,homepage,View,205
649,63,16,2025-12-12,Homepage,View,24
650,10,8,2025-06-17,Homepage,View,257
651,97,13,2024-06-07,ProductPage,View,13
652,95,9,2023-03-31,Homepage,Click,175
653,18,16,2024-04-19,productpage,Click,147
654,56,17,2024-03-12,ProductPage,Click,267
655,74,5,2024-02-11,ProductPage,Click,194
656,84,2,2025-10-31,ProductPage,Drop-off,NULL
657,55,13,2023-04-08,ProductPage,View,105
658,92,9,2023-07-01,ProductPage,View,29
659,70,17,2025-05-20,Checkout,Drop-off,NULL
660,38,4,2024-01-29,Homepage,View,172
661,68,12,2025-04-26,ProductPage,View,149
662,73,6,2023-04-26,ProductPage,View,195
663,72,6,2025-06-16,Checkout,Drop-off,NULL
664,41,18,2025-01-30,ProductPage,View,59
665,64,19,2025-03-24,Homepage,View,114
666,67,13,2025-03-24,Homepage,View,172
667,55,1,2023-01-28,ProductPage,View,204
668,92,3,2023-04-19,checkout,Drop-off,NULL
669,52,5,2023-03-01,Homepage,View,173
670,15,18,2024-02-28,productpage,View,88
671,13,8,2023-12-12,homepage,View,263
672,23,11,2024-06-15,Homepage,Click,26
673,80,1,2023-04-02,Homepage,View,169
674,90,12,2024-06-03,Homepage,Click,83
675,35,4,2024-01-03,Homepage,View,268
676,67,8,2023-01-15,ProductPage,View,91
677,83,8,2025-12-23,Homepage,Click,262
678,48,19,2025-08-30,Homepage,Click,161
679,97,14,2023-08-19,Checkout,Purchase,156
680,86,13,2023-10-03,Checkout,Drop-off,NULL
681,81,16,2023-01-15,Homepage,Click,290
682,5,4,2023-04-20,ProductPage,Click,127
683,35,19,2024-04-28,Homepage,View,221
684,61,2,2023-05-27,Checkout,Drop-off,NULL
685,1,12,2023-07-11,Homepage,View,22
686,68,4,2024-07-29,Homepage,View,90
687,90,6,2023-09-24,Homepage,View,10
688,18,7,2025-05-06,Homepage,View,23
689,23,5,2024-01-09,Checkout,Drop-off,NULL
690,47,20,2023-01-29,Checkout,Drop-off,NULL
691,42,1,2025-04-29,ProductPage,View,196
692,20,8,2023-04-19,ProductPage,View,16
693,98,16,2025-04-27,ProductPage,View,242
694,83,10,2025-10-03,ProductPage,View,138
695,37,3,2025-08-31,Homepage,View,268
696,61,16,2023-04-19,ProductPage,View,179
697,44,15,2024-09-09,Checkout,Drop-off,NULL
698,75,5,2025-01-19,ProductPage,View,287
699,39,15,2024-01-31,Homepage,View,168
700,77,20,2023-09-21,Checkout,Drop-off,NULL
701,60,1,2024-12-05,ProductPage,View,163
702,13,2,2023-01-28,ProductPage,View,161
703,60,16,2023-08-30,Homepage,View,23
704,14,13,2023-08-24,Checkout,Drop-off,NULL
705,26,2,2025-01-01,ProductPage,View,124
706,96,1,2025-05-18,Homepage,View,98
707,69,4,2024-02-29,Homepage,Click,199
708,63,16,2023-11-24,Homepage,Click,145
709,6,13,2024-04-28,Homepage,Click,196
710,82,19,2024-07-28,Homepage,View,252
711,87,6,2023-07-11,ProductPage,View,108
712,56,17,2025-09-06,Homepage,Click,26
713,45,15,2025-10-06,Homepage,View,22
714,86,18,2024-04-23,ProductPage,View,183
715,87,4,2025-07-03,Homepage,View,69
716,93,6,2023-06-29,ProductPage,View,35
717,33,11,2023-06-20,Checkout,Drop-off,NULL
718,60,13,2023-09-22,Homepage,Click,179
719,91,18,2024-02-18,Homepage,View,182
720,16,11,2023-09-03,Homepage,View,195
721,68,9,2024-02-14,ProductPage,View,163
722,48,6,2024-08-04,ProductPage,View,14
723,80,7,2024-05-09,Homepage,View,258
724,26,19,2024-08-25,Homepage,Click,286
725,58,16,2025-04-28,ProductPage,Click,45
726,32,2,2024-12-03,homepage,Click,118
727,48,19,2023-02-15,Homepage,View,98
728,29,19,2024-09-12,Homepage,View,159
729,59,13,2023-01-21,ProductPage,View,139
730,23,13,2023-06-10,Checkout,Drop-off,NULL
731,30,9,2023-06-18,productpage,View,49
732,68,16,2023-03-12,ProductPage,View,213
733,83,16,2023-09-28,ProductPage,View,262
734,73,12,2023-01-28,Homepage,View,175
735,73,17,2024-08-17,homepage,View,254
736,24,3,2024-12-25,ProductPage,View,226
737,46,14,2024-09-05,Checkout,Drop-off,NULL
738,73,3,2025-11-16,ProductPage,View,274
739,32,7,2023-05-28,Checkout,Drop-off,NULL
740,66,6,2025-05-03,Homepage,Click,16
741,49,1,2025-11-04,ProductPage,Click,35
742,8,9,2023-06-04,Homepage,View,79
743,20,17,2025-04-07,ProductPage,View,283
744,78,1,2024-06-27,Checkout,Drop-off,NULL
745,44,1,2023-06-15,Homepage,Click,115
746,32,20,2024-08-25,Homepage,View,127
747,61,10,2025-12-28,Homepage,View,184
748,10,16,2023-11-16,Homepage,View,246
749,86,17,2023-06-18,Checkout,Drop-off,NULL
750,26,8,2025-02-19,Checkout,Drop-off,NULL
751,39,3,2024-05-20,Checkout,Drop-off,NULL
752,71,20,2024-06-29,Homepage,View,178
753,62,5,2025-09-05,Homepage,View,84
754,23,2,2025-08-17,Homepage,View,168
755,87,4,2023-07-15,ProductPage,View,111
756,13,3,2024-08-20,Checkout,Drop-off,NULL
757,65,4,2025-07-04,Homepage,View,153
758,39,19,2024-06-07,Checkout,Drop-off,NULL
759,25,19,2024-10-31,ProductPage,View,87
760,14,3,2024-04-22,ProductPage,View,227
761,68,11,2025-08-06,Checkout,Drop-off,NULL
762,1,19,2024-06-07,Checkout,Drop-off,NULL
763,84,7,2023-05-10,ProductPage,View,15
764,28,6,2023-07-28,Homepage,View,271
765,70,3,2024-05-28,ProductPage,View,87
766,15,7,2025-07-04,Checkout,Drop-off,NULL
767,32,20,2024-06-13,homepage,View,191
768,70,19,2025-12-20,checkout,Drop-off,NULL
769,60,5,2025-03-21,Homepage,View,12
770,62,1,2025-02-02,Homepage,Click,113
771,67,10,2024-12-11,productpage,Drop-off,NULL
772,45,12,2024-05-22,ProductPage,View,252
773,28,10,2025-02-10,ProductPage,View,102
774,76,3,2024-09-23,Checkout,Drop-off,NULL
775,75,4,2023-07-10,ProductPage,View,224
776,83,16,2025-07-21,Checkout,Drop-off,NULL
777,81,17,2024-06-08,Homepage,View,210
778,25,10,2025-02-19,ProductPage,View,264
779,18,1,2024-02-29,Homepage,Click,113
780,67,4,2024-01-03,ProductPage,Click,131
781,99,2,2024-07-14,Homepage,Click,233
782,94,7,2024-07-10,Homepage,View,230
783,76,6,2025-02-08,Homepage,View,22
784,96,16,2024-09-20,Homepage,View,13
785,21,14,2024-03-31,Checkout,Drop-off,NULL
786,38,8,2024-01-04,Checkout,Drop-off,NULL
787,13,2,2024-03-23,ProductPage,View,118
788,96,13,2025-11-01,Checkout,Drop-off,NULL
789,12,7,2023-10-22,Homepage,Click,246
790,81,9,2023-12-03,Homepage,Click,187
791,69,5,2025-06-14,Homepage,View,111
792,72,4,2024-12-29,Homepage,View,294
793,22,13,2025-09-24,Homepage,View,238
794,57,7,2025-09-14,Checkout,Drop-off,NULL
795,64,1,2023-01-13,Homepage,View,118
796,34,14,2024-06-06,ProductPage,View,277
797,85,10,2023-10-31,Checkout,Drop-off,NULL
798,38,18,2023-11-30,Checkout,Drop-off,NULL
799,95,8,2024-05-26,Homepage,View,204
800,97,1,2023-04-05,Checkout,Drop-off,NULL
801,42,17,2025-03-02,ProductPage,View,282
802,61,8,2025-05-06,Homepage,View,257
803,79,9,2025-10-07,ProductPage,View,292
804,69,1,2024-10-02,ProductPage,View,226
805,99,7,2024-12-21,Homepage,View,137
806,39,15,2025-11-05,ProductPage,View,166
807,8,16,2024-06-07,Homepage,Click,94
808,24,16,2025-04-30,ProductPage,Click,276
809,27,17,2025-05-06,Checkout,Purchase,196
810,37,18,2023-12-26,ProductPage,View,87
811,30,6,2024-08-18,Homepage,View,55
812,49,9,2023-11-26,Homepage,View,191
813,23,1,2023-04-06,Checkout,Drop-off,NULL
814,53,10,2025-07-11,Homepage,Click,63
815,100,10,2023-07-18,Checkout,Purchase,167
816,1,20,2023-12-17,Homepage,Click,71
817,98,2,2024-12-23,checkout,Purchase,46
818,80,3,2023-04-24,Homepage,View,206
819,24,9,2025-01-25,Homepage,Click,144
820,19,1,2024-03-24,Homepage,Click,90
821,96,12,2024-07-28,Checkout,Purchase,82
822,84,12,2025-05-19,Homepage,Click,211
823,95,10,2024-01-18,Checkout,Purchase,279
824,73,4,2025-04-03,ProductPage,View,130
825,22,4,2025-10-31,ProductPage,View,80
826,18,4,2024-10-23,ProductPage,View,27
827,78,20,2024-10-23,ProductPage,View,68
828,84,3,2025-04-09,Checkout,Drop-off,NULL
829,8,8,2023-03-21,Homepage,Click,295
830,61,19,2024-04-27,Homepage,Click,223
831,42,3,2025-02-17,Homepage,View,257
832,2,15,2023-11-26,ProductPage,View,14
833,10,13,2024-09-07,Homepage,View,223
834,79,15,2024-10-19,ProductPage,View,12
835,87,1,2024-09-30,ProductPage,View,84
836,54,8,2025-02-22,ProductPage,View,94
837,64,10,2025-10-02,Homepage,Click,233
838,82,13,2023-01-05,ProductPage,Click,267
839,40,4,2023-08-13,Homepage,View,59
840,70,17,2025-04-10,ProductPage,View,231
841,27,6,2025-10-18,ProductPage,View,244
842,34,9,2025-01-30,Homepage,View,39
843,12,10,2023-08-08,ProductPage,View,30
844,82,16,2023-08-09,ProductPage,View,162
845,68,20,2025-08-05,Homepage,Click,236
846,43,10,2024-03-21,Homepage,View,99
847,47,10,2025-08-20,Checkout,Drop-off,NULL
848,83,16,2024-01-03,Checkout,Drop-off,NULL
849,21,15,2025-09-27,Homepage,View,177
850,5,15,2023-08-04,ProductPage,View,87
851,88,10,2023-08-10,Homepage,View,195
852,12,9,2024-10-14,checkout,Drop-off,NULL
853,69,12,2024-11-02,ProductPage,View,91
854,59,8,2023-08-12,ProductPage,View,40
855,96,1,2025-02-20,Homepage,View,129
856,77,5,2024-12-09,Homepage,View,75
857,51,13,2023-07-18,checkout,Drop-off,NULL
858,25,7,2023-06-12,Checkout,Drop-off,NULL
859,27,4,2023-07-11,homepage,Click,249
860,37,8,2025-04-29,Checkout,Drop-off,NULL
861,86,4,2024-12-18,Homepage,View,200
862,46,9,2024-07-05,Homepage,View,269
863,43,6,2023-08-13,ProductPage,View,208
864,89,19,2023-06-28,Checkout,Drop-off,NULL
865,78,1,2023-06-19,ProductPage,View,65
866,17,19,2024-01-01,Homepage,View,204
867,10,4,2024-01-11,Homepage,View,219
868,29,4,2025-11-25,Homepage,Click,41
869,81,6,2023-11-13,ProductPage,Click,87
870,16,16,2025-08-21,ProductPage,Click,35
871,60,19,2024-07-21,ProductPage,Click,57
872,85,19,2024-11-05,ProductPage,Click,61
873,52,15,2023-04-04,ProductPage,Click,74
874,20,4,2024-12-17,Checkout,Purchase,296
875,90,17,2023-01-25,Checkout,Drop-off,NULL
876,32,17,2025-02-04,Homepage,View,211
877,2,14,2025-11-14,Checkout,Drop-off,NULL
878,68,7,2023-06-14,ProductPage,View,67
879,64,15,2023-03-20,checkout,Drop-off,NULL
880,85,2,2023-05-18,Homepage,Click,93
881,97,9,2024-03-16,Checkout,Purchase,180
882,54,16,2023-11-28,ProductPage,View,56
883,34,20,2023-04-01,ProductPage,View,276
884,49,19,2025-01-30,Checkout,Drop-off,NULL
885,76,4,2025-08-04,Checkout,Drop-off,NULL
886,48,9,2023-02-26,Homepage,View,237
887,62,7,2023-01-23,Checkout,Drop-off,NULL
888,20,8,2025-09-04,ProductPage,View,123
889,87,5,2024-09-13,Homepage,View,27
890,92,10,2023-09-13,Homepage,Click,259
891,58,17,2025-02-26,Homepage,View,182
892,32,11,2024-06-17,Homepage,View,118
893,53,12,2025-03-26,ProductPage,View,176
894,63,2,2024-08-20,Homepage,Click,193
895,27,13,2025-10-05,Homepage,View,232
896,8,16,2023-06-26,productpage,View,273
897,19,1,2024-05-07,Homepage,View,236
898,94,15,2025-10-14,Homepage,Click,95
899,44,9,2024-10-05,Checkout,Purchase,170
900,68,9,2023-05-01,Homepage,View,119
901,95,20,2023-05-11,Checkout,Drop-off,NULL
902,57,8,2023-09-08,Homepage,View,159
903,38,13,2024-07-03,Homepage,View,270
904,50,8,2023-06-13,Homepage,Click,200
905,92,6,2024-10-04,Homepage,View,97
906,55,1,2024-05-04,Homepage,View,89
907,28,17,2025-11-30,ProductPage,View,180
908,45,7,2023-07-12,ProductPage,View,107
909,55,12,2023-11-20,Checkout,Drop-off,NULL
910,85,11,2023-09-26,ProductPage,View,33
911,57,20,2023-01-23,Homepage,View,209
912,51,15,2025-03-08,Homepage,Click,176
913,60,12,2025-04-16,Homepage,View,265
914,53,16,2024-12-30,Checkout,Drop-off,NULL
915,69,18,2025-07-16,ProductPage,View,276
916,49,18,2024-10-29,Homepage,Click,187
917,4,19,2023-10-08,ProductPage,Click,55
918,92,9,2024-01-19,Checkout,Drop-off,NULL
919,24,3,2024-07-10,ProductPage,View,158
920,20,11,2025-12-04,Checkout,Drop-off,NULL
921,57,10,2025-01-28,homepage,View,156
922,4,4,2024-08-02,ProductPage,View,178
923,68,9,2023-06-03,Homepage,Click,288
924,35,20,2023-04-27,Homepage,Click,70
925,36,7,2024-07-10,Homepage,View,82
926,20,1,2024-01-27,Homepage,Click,79
927,87,6,2025-07-12,Homepage,Click,295
928,73,4,2025-01-19,ProductPage,Click,17
929,79,19,2023-03-01,Homepage,View,218
930,36,7,2023-09-06,ProductPage,View,149
931,88,2,2023-11-14,Homepage,View,194
932,72,7,2025-05-03,Homepage,Click,98
933,67,1,2024-12-02,ProductPage,Click,237
934,47,20,2023-08-02,ProductPage,Click,85
935,48,3,2025-07-02,ProductPage,Click,55
936,43,11,2023-07-27,ProductPage,Click,52
937,87,4,2025-08-24,Homepage,Click,61
938,88,18,2024-09-24,ProductPage,Click,187
939,28,14,2024-02-04,ProductPage,Click,226
940,84,18,2023-01-21,Homepage,View,286
941,83,5,2023-04-16,Homepage,View,125
942,59,14,2023-02-26,Checkout,Drop-off,NULL
943,81,4,2024-03-19,Checkout,Drop-off,NULL
944,79,11,2023-05-30,ProductPage,View,79
945,79,5,2024-12-07,ProductPage,View,261
946,55,7,2024-04-20,homepage,Click,224
947,98,3,2024-01-15,productpage,Click,38
948,30,7,2025-03-24,ProductPage,Click,27
949,54,19,2025-01-07,Homepage,Click,138
950,35,14,2023-04-07,Checkout,Purchase,171
951,36,13,2024-05-17,Checkout,Drop-off,NULL
952,6,11,2024-02-05,Checkout,Drop-off,NULL
953,59,9,2024-09-28,Homepage,View,136
954,79,17,2024-05-15,Homepage,Click,16
955,33,19,2025-05-08,Checkout,Purchase,260
956,90,12,2025-01-13,ProductPage,View,62
957,98,15,2023-08-07,ProductPage,View,219
958,44,6,2023-04-26,Homepage,Click,235
959,21,4,2023-07-12,Homepage,View,16
960,60,1,2025-02-09,Checkout,Drop-off,NULL
961,69,8,2024-11-19,ProductPage,View,278
962,34,18,2024-06-09,Homepage,Click,211
963,50,11,2024-08-23,Checkout,Purchase,114
964,20,2,2024-12-10,ProductPage,View,140
965,13,14,2023-12-07,Checkout,Drop-off,NULL
966,62,6,2025-01-04,Checkout,Drop-off,NULL
967,60,9,2023-06-07,Checkout,Drop-off,NULL
968,45,9,2024-06-20,Homepage,Click,10
969,48,11,2024-02-28,Checkout,Purchase,174
970,22,19,2023-08-19,Homepage,View,199
971,100,14,2024-09-20,ProductPage,View,100
972,100,9,2023-02-28,Checkout,Drop-off,NULL
973,91,7,2024-08-04,Homepage,View,82
974,61,5,2025-06-21,Homepage,Click,138
975,25,18,2025-08-18,Homepage,Click,134
976,76,5,2023-07-05,Homepage,View,187
977,58,4,2023-01-22,ProductPage,View,294
978,59,13,2025-09-07,Checkout,Drop-off,NULL
979,30,8,2023-04-20,Homepage,Click,13
980,95,7,2023-02-11,Checkout,Purchase,119
981,63,14,2023-10-01,Homepage,View,292
982,33,20,2023-05-30,Homepage,Click,78
983,76,7,2024-08-21,productpage,Click,154
984,57,14,2024-01-01,homepage,Click,200
985,20,3,2025-01-13,ProductPage,Click,283
986,65,12,2024-04-13,ProductPage,Click,141
987,19,10,2024-08-03,Homepage,View,227
988,39,5,2025-03-18,Homepage,Click,296
989,77,19,2025-10-26,ProductPage,Click,157
990,82,8,2024-03-03,Homepage,View,120
991,11,4,2023-10-22,ProductPage,View,273
992,84,15,2024-01-27,ProductPage,View,49
993,44,16,2023-06-19,Homepage,Click,153
994,93,3,2024-03-09,Homepage,View,288
995,8,17,2025-09-29,ProductPage,View,135
996,54,4,2023-12-18,Homepage,Click,197
997,88,1,2024-02-20,ProductPage,Click,84
998,38,19,2023-11-11,Homepage,View,127
999,41,17,2024-11-23,ProductPage,View,290
1000,69,8,2023-11-22,Homepage,Click,272
1001,78,2,2023-08-19,ProductPage,Click,108
1002,91,3,2024-02-02,Homepage,Click,291
1003,86,13,2024-03-28,Homepage,Click,64
1004,7,15,2024-05-10,Homepage,View,23
1005,61,11,2023-04-04,Checkout,Drop-off,NULL
1006,70,6,2024-08-05,ProductPage,View,163
1007,36,4,2025-08-18,Homepage,View,21
1008,4,11,2024-02-01,Homepage,Click,219
1009,12,19,2025-03-29,Checkout,Drop-off,NULL
1010,94,3,2025-05-07,Checkout,Drop-off,NULL
1011,98,17,2023-07-03,ProductPage,View,180
1012,39,6,2024-04-01,ProductPage,View,118
1013,21,20,2023-04-15,ProductPage,View,201
1014,95,20,2024-02-28,Homepage,Click,175
1015,8,11,2024-01-14,Checkout,Purchase,98
1016,47,20,2025-01-19,Homepage,View,181
1017,89,5,2025-05-07,ProductPage,View,161
1018,32,15,2025-09-25,Checkout,Drop-off,NULL
1019,22,14,2025-07-20,Homepage,View,100
1020,78,13,2023-09-30,ProductPage,View,37
1021,90,19,2023-11-01,Checkout,Drop-off,NULL
1022,52,12,2025-11-08,Homepage,View,64
1023,61,4,2024-01-27,ProductPage,View,265
1024,77,8,2024-03-29,Homepage,View,55
1025,53,13,2025-12-03,Checkout,Drop-off,NULL
1026,70,16,2023-02-14,ProductPage,View,109
1027,44,9,2023-06-12,Homepage,View,76
1028,38,13,2023-10-28,Homepage,View,122
1029,32,2,2023-08-04,ProductPage,View,149
1030,60,20,2024-04-20,ProductPage,View,201
1031,87,13,2023-04-18,Checkout,Drop-off,NULL
1032,82,14,2024-05-28,Homepage,Click,244
1033,75,11,2024-08-14,ProductPage,Click,234
1034,53,3,2024-10-28,ProductPage,Click,72
1035,82,6,2024-08-19,Homepage,Click,124
1036,22,7,2023-04-11,ProductPage,Click,30
1037,35,10,2024-08-02,Checkout,Purchase,289
1038,71,2,2025-11-05,ProductPage,View,208
1039,68,10,2024-09-09,Checkout,Drop-off,NULL
1040,83,9,2023-05-15,Checkout,Drop-off,NULL
1041,38,9,2024-09-16,ProductPage,View,34
1042,36,12,2025-10-27,Homepage,Click,246
1043,31,2,2025-09-11,Checkout,Purchase,249
1044,37,10,2024-01-17,ProductPage,View,251
1045,95,12,2024-07-14,Checkout,Drop-off,NULL
1046,64,5,2024-03-09,ProductPage,View,271
1047,92,18,2023-02-21,ProductPage,View,98
1048,71,16,2023-06-09,Checkout,Drop-off,NULL
1049,50,17,2025-02-02,Homepage,View,245
1050,67,12,2023-06-22,ProductPage,View,72
1051,97,15,2025-12-01,Homepage,View,268
1052,58,13,2024-06-16,ProductPage,View,299
1053,29,12,2025-02-02,Homepage,View,251
1054,30,10,2023-11-18,ProductPage,View,110
1055,8,4,2024-12-29,ProductPage,View,133
1056,12,15,2025-03-31,ProductPage,View,145
1057,96,13,2023-01-12,Homepage,Click,187
1058,19,13,2023-03-15,Homepage,Click,178
1059,30,12,2023-01-19,ProductPage,Click,128
1060,8,13,2023-03-29,Homepage,Click,264
1061,56,10,2024-09-28,Homepage,View,105
1062,13,2,2025-12-14,Homepage,Click,21
1063,44,18,2024-01-03,Checkout,Purchase,208
1064,28,17,2025-08-02,Checkout,Drop-off,NULL
1065,44,1,2024-03-21,Homepage,Click,81
1066,37,6,2024-08-30,Homepage,View,232
1067,77,15,2025-01-05,ProductPage,View,122
1068,60,16,2025-10-08,Homepage,Click,136
1069,73,16,2024-06-26,Checkout,Purchase,56
1070,88,8,2024-03-02,Homepage,View,206
1071,79,5,2025-10-28,Checkout,Drop-off,NULL
1072,28,1,2023-06-04,ProductPage,View,149
1073,28,16,2024-10-04,Homepage,View,285
1074,44,9,2024-12-31,Homepage,Click,93
1075,14,18,2023-07-20,Homepage,Click,186
1076,28,9,2024-07-31,ProductPage,Click,63
1077,6,1,2025-03-13,Homepage,Click,140
1078,29,8,2024-07-30,Homepage,View,163
1079,67,12,2024-02-10,Homepage,View,280
1080,70,20,2023-03-01,ProductPage,View,216
1081,32,9,2025-03-21,Homepage,View,124
1082,92,19,2023-07-25,Checkout,Drop-off,NULL
1083,25,10,2025-01-29,Homepage,Click,173
1084,77,3,2023-07-02,ProductPage,Click,250
1085,6,3,2025-12-09,Homepage,Click,139
1086,4,16,2024-08-15,ProductPage,Click,74
1087,65,4,2025-04-07,Homepage,View,133
1088,80,9,2023-06-12,Checkout,Drop-off,NULL
1089,18,18,2024-09-27,Checkout,Drop-off,NULL
1090,93,10,2025-04-04,Homepage,View,117
1091,48,11,2025-02-22,ProductPage,View,20
1092,95,16,2023-02-01,ProductPage,View,92
1093,92,3,2024-04-25,homepage,Click,29
1094,79,6,2023-08-02,Homepage,View,23
1095,26,10,2025-01-12,Checkout,Drop-off,NULL
1096,70,15,2023-04-04,Homepage,Click,225
1097,89,8,2023-05-23,Homepage,View,132
1098,57,18,2025-08-03,Checkout,Drop-off,NULL
1099,33,19,2025-08-08,Checkout,Drop-off,NULL
1100,79,1,2023-02-10,Checkout,Drop-off,NULL
1101,49,9,2023-09-01,Checkout,Drop-off,NULL
1102,95,5,2025-02-25,ProductPage,View,107
1103,52,6,2025-08-17,ProductPage,View,244
1104,80,2,2024-06-02,Homepage,View,143
1105,36,11,2023-02-03,Homepage,View,150
1106,100,7,2024-03-25,Checkout,Drop-off,NULL
1107,20,8,2025-08-19,ProductPage,View,63
1108,10,20,2024-07-25,ProductPage,View,252
1109,5,14,2024-12-29,ProductPage,View,205
1110,17,19,2023-12-23,Homepage,Click,275
1111,5,17,2023-03-25,Homepage,View,164
1112,79,11,2023-04-11,ProductPage,View,70
1113,12,17,2024-09-18,ProductPage,View,291
1114,41,12,2023-05-18,Homepage,View,174
1115,91,13,2024-04-20,homepage,Click,288
1116,41,12,2023-08-21,Homepage,Click,46
1117,27,4,2024-03-03,Homepage,Click,155
1118,84,20,2024-07-16,ProductPage,Click,175
1119,45,16,2025-11-04,ProductPage,Click,206
1120,34,1,2025-07-16,Homepage,View,233
1121,84,4,2025-07-16,Homepage,View,22
1122,69,4,2025-10-03,Homepage,Click,54
1123,4,10,2024-10-22,Homepage,Click,236
1124,67,7,2025-09-06,Checkout,Purchase,83
1125,59,18,2024-01-04,ProductPage,View,202
1126,62,6,2024-12-11,Homepage,View,236
1127,69,3,2024-12-25,Homepage,Click,277
1128,84,18,2024-01-06,Checkout,Purchase,18
1129,13,13,2024-10-06,Checkout,Drop-off,NULL
1130,71,13,2025-03-18,Homepage,Click,231
1131,29,1,2025-02-02,ProductPage,Click,227
1132,88,16,2023-04-07,ProductPage,Click,247
1133,36,1,2025-01-26,ProductPage,Click,87
1134,27,12,2025-03-08,Homepage,View,63
1135,36,7,2024-12-17,Checkout,Drop-off,NULL
1136,25,16,2024-04-11,ProductPage,View,124
1137,30,19,2024-04-17,Checkout,Drop-off,NULL
1138,44,19,2024-04-24,Homepage,View,188
1139,45,14,2023-01-20,Homepage,View,250
1140,24,20,2023-12-07,Checkout,Drop-off,NULL
1141,69,12,2024-05-31,homepage,View,14
1142,73,14,2023-05-29,Homepage,View,96
1143,97,11,2024-11-17,Checkout,Drop-off,NULL
1144,50,2,2023-03-05,Homepage,View,46
1145,85,17,2025-10-19,Homepage,View,236
1146,72,3,2025-09-12,ProductPage,View,141
1147,78,11,2025-07-28,Homepage,View,37
1148,92,1,2025-02-26,ProductPage,View,130
1149,47,5,2023-08-09,homepage,Click,196
1150,44,2,2024-03-13,Homepage,View,93
1151,63,3,2023-06-19,Homepage,View,42
1152,20,10,2023-08-25,Homepage,View,166
1153,81,2,2024-01-03,ProductPage,View,171
1154,54,7,2023-08-27,ProductPage,View,203
1155,91,15,2023-08-07,ProductPage,View,64
1156,48,1,2023-02-16,Homepage,Click,182
1157,98,16,2024-08-21,ProductPage,Click,110
1158,29,8,2025-09-02,Homepage,Click,268
1159,11,12,2023-04-19,Homepage,Click,20
1160,25,15,2025-03-03,Checkout,Purchase,124
1161,66,20,2024-06-26,ProductPage,View,267
1162,94,19,2024-05-01,ProductPage,View,44
1163,50,6,2024-09-05,Homepage,Click,11
1164,68,7,2023-11-24,ProductPage,Click,300
1165,24,8,2023-03-03,Homepage,Click,203
1166,83,19,2024-02-20,Checkout,Purchase,69
1167,85,1,2025-03-10,Homepage,View,13
1168,89,3,2023-05-07,Homepage,View,279
1169,25,11,2024-07-31,Checkout,Drop-off,NULL
1170,78,3,2025-07-07,ProductPage,View,299
1171,55,8,2023-10-27,ProductPage,View,272
1172,31,18,2024-09-13,Homepage,View,129
